1,Ativo Total,3.045.642,2.682.013,2.369.342
01.01,Ativo Circulante,1.908.661,1.906.527,1.694.062
01.01.01,Caixa e Equivalentes de Caixa,21.285,26.324,39.360
01.01.02,Aplicações Financeiras,596.872,634.472,392.665
1.01.02.01,Aplicações Financeiras Avaliadas a Valor Justo,390.004,379.572,119.548
1.01.02.01.01,Títulos para Negociação,,,
1.01.02.01.02,Títulos Disponíveis para Venda,,,
1.01.02.01.03,Títulos ao Valor Justo Através do Resultado,390.004,379.572,119.548
1.01.02.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,206.868,254.900,273.117
1.01.02.02.01,Títulos Mantidos até o Vencimento,206.868,254.900,273.117
01.01.03,Contas a Receber,947.440,944.767,969.867
1.01.03.01,Clientes,854.991,907.344,900.048
1.01.03.02,Outras Contas a Receber,92.449,37.423,69.819
01.01.04,Estoques,261.462,214.019,205.724
01.01.05,Ativos Biológicos,,,
01.01.06,Tributos a Recuperar,12.785,15.544,23.735
1.01.06.01,Tributos Correntes a Recuperar,12.785,15.544,23.735
1.01.06.01.01,Créditos Tributários,10.990,11.705,22.031
1.01.06.01.02,Imposto de Renda e Contribuição Social a Recuperar,1.795,3.839,1.704
01.01.07,Despesas Antecipadas,4.695,2.768,1.210
01.01.08,Outros Ativos Circulantes,64.122,68.633,61.501
1.01.08.01,Ativos Não-Correntes a Venda,,,
1.01.08.02,Ativos de Operações Descontinuadas,,,
1.01.08.03,Outros,64.122,68.633,61.501
01.02,Ativo Não Circulante,1.136.981,775.486,675.280
01.02.01,Ativo Realizável a Longo Prazo,719.979,355.268,324.469
1.02.01.01,Aplicações Financeiras Avaliadas a Valor Justo,,,
1.02.01.01.01,Títulos para Negociação,,,
1.02.01.01.02,Títulos Disponíveis para Venda,,,
1.02.01.02,Aplicações Financeiras Avaliadas ao Custo Amortizado,663.723,335.182,301.940
1.02.01.02.01,Títulos Mantidos até o Vencimento,663.723,335.182,301.940
1.02.01.03,Contas a Receber,70,70,288
1.02.01.03.01,Clientes,,,
1.02.01.03.02,Outras Contas a Receber,70,70,288
1.02.01.04,Estoques,,,
1.02.01.05,Ativos Biológicos,,,
1.02.01.06,Tributos Diferidos,43.554,13.530,15.656
1.02.01.06.01,Imposto de Renda e Contribuição Social Diferidos,43.554,13.530,15.656
1.02.01.07,Despesas Antecipadas,11.098,3.818,3.568
1.02.01.08,Créditos com Partes Relacionadas,,,
1.02.01.08.01,Créditos com Coligadas,,,
1.02.01.08.03,Créditos com Controladores,,,
1.02.01.08.04,Créditos com Outras Partes Relacionadas,,,
1.02.01.09,Outros Ativos Não Circulantes,1.534,2.668,3.017
1.02.01.09.01,Ativos Não-Correntes a Venda,,,
1.02.01.09.02,Ativos de Operações Descontinuadas,,,
1.02.01.09.03,Depósitos Judiciais,994,2.022,2.454
1.02.01.09.04,Tributos a Recuperar,540,646,563
1.02.01.09.05,Outros ativos não circulantes,,,
01.02.02,Investimentos,412,412,877
1.02.02.01,Participações Societárias,,,
1.02.02.01.01,Participações em Coligadas,,,
1.02.02.01.04,Outras Participações Societárias,,,
1.02.02.02,Propriedades para Investimento,412,412,877
01.02.03,Imobilizado,384.338,368.179,315.087
1.02.03.01,Imobilizado em Operação,368.842,353.761,269.230
1.02.03.02,Imobilizado Arrendado,,,
1.02.03.03,Imobilizado em Andamento,15.496,14.418,45.857
01.02.04,Intangível,32.252,51.627,34.847
1.02.04.01,Intangíveis,32.252,51.627,34.847
1.02.04.01.01,Contrato de Concessão,,,
1.02.04.02,Goodwill,,,
2,Passivo Total,3.045.642,2.682.013,2.369.342
02.01,Passivo Circulante,354.500,282.003,285.066
02.01.01,Obrigações Sociais e Trabalhistas,52.720,57.974,63.756
2.01.01.01,Obrigações Sociais,9.886,10.290,10.943
2.01.01.02,Obrigações Trabalhistas,42.834,47.684,52.813
02.01.02,Fornecedores,44.903,36.287,39.792
2.01.02.01,Fornecedores Nacionais,39.000,31.175,34.694
2.01.02.02,Fornecedores Estrangeiros,5.903,5.112,5.098
02.01.03,Obrigações Fiscais,44.959,19.414,16.955
2.01.03.01,Obrigações Fiscais Federais,42.230,16.014,14.095
2.01.03.01.01,Imposto de Renda e Contribuição Social a Pagar,13.708,4.434,4.272
2.01.03.01.02,"Impostos, taxas e contribuições",28.522,11.580,9.823
